name;year;certificate;runtime;genre;rating;metascore;text-muted;director;stars
Pere Noel Origines;2010;R;84;['Adventure', 'Fantasy', 'Horror'];6.6;71;In the depths of the Korvatunturi mountains, 486 meters deep, lies the closest ever guarded secret of Christmas. The time has come to dig it up. This Christmas everyone will believe in Santa Claus.;['Jalmari Helander'];['Jorma Tommila', 'Onni Tommila', 'Peeter Jakobi', 'Tommi Korpela']
The Loved Ones;2009;16;84;['Crime', 'Horror'];6.6;73;When Brent turns down his classmate Lola's invitation to the prom, she concocts a wildly violent plan for revenge.;['Sean Byrne'];['Xavier Samuel', 'Robin McLeavy', 'John Brumpton', 'Richard Wilson']
Jusqu'en enfer;2009;12;99;['Horror'];6.6;83;A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.;['Sam Raimi'];['Alison Lohman', 'Justin Long', 'Ruth Livier', 'Lorna Raver']
Blood: The Last Vampire;2000;12;48;['Animation', 'Action', 'Horror'];6.6;44;Saya is a Japanese vampire slayer whose next mission is in a high school on a US military base in 1960s Japan, where she poses as a student. She uses a katana/samurai sword to kill vampires.;['Hiroyuki Kitakubo'];['Yûki Kudô', 'Saemi Nakamura', 'Joe Romersa', 'Stuart Robinson']
La mort vous va si bien;1992;Tous publics;104;['Comedy', 'Fantasy', 'Horror'];6.6;56;When a fading actress learns of an immortality treatment, she sees it as a way to outdo her long-time rival.;['Robert Zemeckis'];['Meryl Streep', 'Bruce Willis', 'Goldie Hawn', 'Isabella Rossellini']
Jeu d'enfant;1988;13;87;['Horror', 'Thriller'];6.6;58;A single mother gives her son a much sought-after doll for his birthday, only to discover that it is possessed by the soul of a serial killer.;['Tom Holland'];['Catherine Hicks', 'Chris Sarandon', 'Alex Vincent', 'Brad Dourif']
Les Griffes du cauchemar;1987;13;96;['Fantasy', 'Horror'];6.6;49;A psychiatrist familiar with knife-wielding dream demon Freddy Krueger helps teens at a mental hospital battle the killer who is invading their dreams.;['Chuck Russell'];['Heather Langenkamp', 'Robert Englund', 'Craig Wasson', 'Patricia Arquette']
La compagnie des loups;1984;Tous publics;95;['Drama', 'Fantasy', 'Horror'];6.6;69;A teenage girl in a country manor falls asleep while reading a magazine, and has a disturbing dream involving wolves prowling the woods below her bedroom window.;['Neil Jordan'];['Sarah Patterson', 'Angela Lansbury', 'David Warner', 'Graham Crowden']
Les predateurs;1983;12;97;['Drama', 'Horror'];6.6;52;A love triangle develops between a beautiful yet dangerous vampire (Catherine Deneuve), her cellist companion (David Bowie), and a gerontologist (Susan Sarandon).;['Tony Scott'];['Catherine Deneuve', 'David Bowie', 'Susan Sarandon', 'Cliff De Young']
Ca: Chapitre 2;2019;12;169;['Drama', 'Fantasy', 'Horror'];6.5;58;Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.;['Andy Muschietti'];['Jessica Chastain', 'James McAvoy', 'Bill Hader', 'Isaiah Mustafa']
Mandy;2018;16;121;['Action', 'Fantasy', 'Horror'];6.5;81;The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.;['Panos Cosmatos'];['Nicolas Cage', 'Andrea Riseborough', 'Linus Roache', 'Ned Dennehy']
Byzantium;2012;12;118;['Drama', 'Fantasy', 'Horror'];6.5;66;Residents of a coastal town learn, with deathly consequences, the secret shared by the two mysterious women who have sought shelter at a local resort.;['Neil Jordan'];['Saoirse Ronan', 'Gemma Arterton', 'Sam Riley', 'Caleb Landry Jones']
Halloween;2018;12;106;['Crime', 'Horror', 'Thriller'];6.5;67;Laurie Strode confronts her long-time foe, Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.;['David Gordon Green'];['Jamie Lee Curtis', 'Judy Greer', 'Andi Matichak', 'James Jude Courtney']
Evil Dead;2013;16;91;['Horror'];6.5;57;Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.;['Fede Alvarez'];['Jane Levy', 'Shiloh Fernandez', 'Jessica Lucas', 'Lou Taylor Pucci']
The Crazies;2010;12;101;['Adventure', 'Horror'];6.5;56;After a strange and insecure plane crash, an unusual toxic virus enters a quaint farming town. A young couple are quarantined, but they fight for survival along with help from a couple of people.;['Breck Eisner'];['Radha Mitchell', 'Timothy Olyphant', 'Danielle Panabaker', 'Joe Anderson']
Cabal;1990;12;102;['Action', 'Fantasy', 'Horror'];6.5;40;A troubled young man is drawn to a mythical place called Midian where a variety of friendly monsters are hiding from humanity. Meanwhile, a sadistic serial killer is looking for a patsy.;['Clive Barker'];['Craig Sheffer', 'David Cronenberg', 'Anne Bobby', 'Charles Haid']
Arachnophobie;1990;Tous publics;109;['Comedy', 'Horror', 'Thriller'];6.5;67;A species of South American killer spider hitches a lift to the U.S. in a coffin and starts to breed and kill.;['Frank Marshall'];['Jeff Daniels', 'Julian Sands', 'John Goodman', 'Harley Jane Kozak']
Society;1989;16;99;['Comedy', 'Horror'];6.5;0;An ordinary teenage boy discovers his family is part of a gruesome orgy cult for the social elite.;['Brian Yuzna'];['Billy Warlock', 'Concetta DAgnese', 'Ben Slack', 'Evan Richards']
Simetierre;1989;13;103;['Fantasy', 'Horror', 'Thriller'];6.5;38;After tragedy strikes, a grieving father discovers an ancient burial ground behind his home with the power to raise the dead.;['Mary Lambert'];['Dale Midkiff', 'Denise Crosby', 'Fred Gwynne', 'Brad Greenquist']
Elvira, Maitresse des Tenebres;1988;Tous publics;96;['Comedy', 'Horror'];6.5;43;Upon arriving in a small town where she has inherited a rundown mansion, a famous horror hostess battles an evil uncle, and townspeople who want her burned at the stake.;['James Signorelli'];['Cassandra Peterson', 'Phil Rubenstein', 'Larry Flash Jenkins', 'Damita Jo Freeman']
Elmer le remue-meninges;1988;16;84;['Comedy', 'Drama', 'Horror'];6.5;61;One morning, a young man wakes to find that a small, disgusting creature has attached itself to the base of his brain stem. The creature gives him a euphoric state of happiness but demands human victims in return.;['Frank Henenlotter'];['Rick Hearst', 'Gordon MacDonald', 'Jennifer Lowry', 'Theo Barnes']
Les Sorcieres d'Eastwick;1987;Tous publics;118;['Comedy', 'Fantasy', 'Horror'];6.5;67;Three single women in a picturesque village have their wishes granted, at a cost, when a mysterious and flamboyant man arrives in their lives.;['George Miller'];['Jack Nicholson', 'Cher', 'Susan Sarandon', 'Michelle Pfeiffer']
Hurlements;1981;13;91;['Horror'];6.5;68;After a bizarre and near deadly encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem.;['Joe Dante'];['Dee Wallace', 'Patrick Macnee', 'Dennis Dugan', 'Christopher Stone']
Halloween II;1981;13;92;['Horror'];6.5;40;While Dr. Loomis hunts for Michael Myers, a traumatized Laurie is rushed to Haddonfield Memorial Hospital, and The Shape is not far behind her.;['Rick Rosenthal'];['Jamie Lee Curtis', 'Donald Pleasence', 'Charles Cyphers', 'Jeffrey Kramer']
Le corbeau;1963;Tous publics;86;['Comedy', 'Fantasy', 'Horror'];6.5;0;A magician, who has been turned into a raven, turns to a former sorcerer for help.;['Roger Corman'];['Vincent Price', 'Peter Lorre', 'Boris Karloff', 'Hazel Court']
Extra Ordinary;2019;12;94;['Comedy', 'Fantasy', 'Horror'];6.4;72;Rose, a mostly sweet and lonely Irish driving instructor, must use her supernatural talents to save the daughter of Martin (also mostly sweet and lonely) from a washed-up rock star who is using her in a Satanic pact to reignite his fame.;[' Mike Ahern', 'Enda Loughman'];['Maeve Higgins', 'Barry Ward', 'Will Forte', 'Claudia ODoherty']
The Mortuary Collection;2019;16;108;['Fantasy', 'Horror'];6.4;69;An eccentric mortician recounts several macabre and phantasmagorical tales that he's encountered in his distinguished career.;['Ryan Spindell'];['Tristan Byon', 'Eden Campbell', 'Hannah R. Loyd', 'Clancy Brown']
Ghost Stories;2017;12;98;['Drama', 'Horror'];6.4;68;Skeptical professor Phillip Goodman embarks on a trip to the terrifying after being given a file with details of three unexplained cases of apparitions.;[' Jeremy Dyson', 'Andy Nyman'];['Samuel Bottomley', 'Deborah Wastell', 'Amy Doyle', 'Daniel Hill']
Tale of Tales : Le Conte des contes;2015;Tous publics avec avertissement;134;['Drama', 'Fantasy', 'Horror'];6.4;72;From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile.;['Matteo Garrone'];['Salma Hayek', 'Vincent Cassel', 'Toby Jones', 'John C. Reilly']
Juan de los muertos;2011;Pas disponible;92;['Action', 'Comedy', 'Horror'];6.4;0;A group of slackers face an army of zombies. The Cuban government and media claim the living dead are dissidents revolting against the government.;['Alejandro Brugués'];['Alexis Díaz de Villegas', 'Jorge Molina', 'Andros Perugorría', 'Andrea Duro']
Fright Night;2011;12;106;['Comedy', 'Horror'];6.4;64;"When a nice new neighbor moves in next door, Charley discovers that he is an ancient vampire who preys on the community. Can he save his neighborhood from the creature with the help of the famous ""vampire killer"", Peter Vincent?";['Craig Gillespie'];['Anton Yelchin', 'Colin Farrell', 'David Tennant', 'Toni Collette']
Severance;2006;12 avec avertissement;96;['Comedy', 'Horror'];6.4;62;During a team-building retreat in the mountains a group of sales representatives are hunted down one by one.;['Christopher Smith'];['Danny Dyer', 'Laura Harris', 'Tim McInnerny', 'Toby Stephens']
Ginger Snaps - Resurrection;2004;R;94;['Horror', 'Thriller'];6.4;0;Ginger's sister Brigitte, now a werewolf herself, must try to find a cure for her blood lust before the next full moon while hiding out in a rehab clinic from a relentless werewolf.;['Brett Sullivan'];['Emily Perkins', 'Brendan Fletcher', 'Katharine Isabelle', 'Tatiana Maslany']
The Addiction;1995;12;82;['Drama', 'Horror'];6.4;0;A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood.;['Abel Ferrara'];['Lili Taylor', 'Christopher Walken', 'Annabella Sciorra', 'Edie Falco']
Gremlins 2 : La Nouvelle Generation;1990;Tous publics;106;['Comedy', 'Fantasy', 'Horror'];6.4;69;The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper.;[' Joe Dante', 'Chuck Jones'];['Zach Galligan', 'Phoebe Cates', 'Howie Mandel', 'Tony Randall']
L'emprise des tenebres;1988;12;98;['Fantasy', 'Horror'];6.4;64;An anthropologist goes to Haiti after hearing rumors about a drug used by black magic practitioners to turn people into zombies.;['Wes Craven'];['Bill Pullman', 'Cathy Tyson', 'Zakes Mokae', 'Paul Winfield']
Maniac;1980;18;87;['Crime', 'Drama', 'Horror'];6.4;22;A psychopathic man goes on a killing and mutilation spree in New York City.;['William Lustig'];['Joe Spinell', 'Caroline Munro', 'Abigail Clayton', 'Kelly Piper']
Hotel Transylvanie 3: Des vacances monstrueuses;2018;Tous publics;97;['Animation', 'Adventure', 'Comedy'];6.3;54;Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.;['Genndy Tartakovsky'];['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James']
La Baby-Sitter;2017;16;85;['Comedy', 'Horror'];6.3;0;When Cole stays up past his bedtime, he discovers that his hot baby sitter belongs to a satanic cult that will stop at nothing to keep him quiet.;['McG'];['Judah Lewis', 'Samara Weaving', 'Robbie Amell', 'Hana Mae Lee']
Manuel de survie a l'apocalypse zombie;2015;12;93;['Action', 'Comedy', 'Horror'];6.3;32;Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.;['Christopher Landon'];['Tye Sheridan', 'Logan Miller', 'Joey Morgan', 'Sarah Dumont']
The Voices;2014;12;103;['Comedy', 'Crime', 'Fantasy'];6.3;58;A likable guy pursues his office crush with help from his evil talking pets, but things turn sinister when she stands him up for a date.;['Marjane Satrapi'];['Ryan Reynolds', 'Gemma Arterton', 'Anna Kendrick', 'Jacki Weaver']
The Revenants;2009;R;117;['Comedy', 'Fantasy', 'Horror'];6.3;57;In Los Angeles, a fallen soldier who has joined the ranks of the living dead reunites with his best friend in order to deal with the city's drug dealers and killers - a perfect way to collect the blood that one of them so desperately needs.;['D. Kerry Prior'];['David Anders', 'Chris Wylde', 'Louise Griffiths', 'Jacy King']
Dead Snow;2009;16;92;['Comedy', 'Fantasy', 'Horror'];6.3;61;A ski vacation turns horrific for a group of medical students, as they find themselves confronted by an unimaginable menace: Nazi zombies.;['Tommy Wirkola'];['Jeppe Beck Laursen', 'Charlotte Frogner', 'Jenny Skavlan', 'Geir Vegar Hoel']
Chair de Poule - Le Film;2015;Tous publics;103;['Adventure', 'Comedy', 'Fantasy'];6.3;60;A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.;['Rob Letterman'];['Jack Black', 'Dylan Minnette', 'Odeya Rush', 'Ryan Lee']
Tideland;2005;12;120;['Drama', 'Fantasy', 'Horror'];6.3;26;Because of the actions of her irresponsible parents, a young girl is left alone on a decrepit country estate and survives inside her fantastic imagination.;['Terry Gilliam'];['Jeff Bridges', 'Jennifer Tilly', 'Jodelle Ferland', 'Janet McTeer']
Dolls - Les Poupees;1986;Tous publics;77;['Horror'];6.3;55;A dysfunctional family of three stop by a mansion during a storm -- father, stepmother, and child. The child discovers that the elderly owners are magical toy makers and have a haunted collection of dolls.;['Stuart Gordon'];['Ian Patrick Williams', 'Carolyn Purdy-Gordon', 'Carrie Lorraine', 'Guy Rolfe']
Peur bleue;1985;12;95;['Horror'];6.3;26;In a small town, brutal killings start to plague the close knit community. Marty Coslaw, a paraplegic boy, is convinced the murders are the doings of a werewolf.;['Daniel Attias'];['Gary Busey', 'Everett McGill', 'Corey Haim', 'Megan Follows']
Carnage;1981;18;91;['Horror'];6.3;42;A former summer camp caretaker, horribly burned from a prank gone wrong, lurks around an upstate New York summer camp bent on killing the teenagers responsible for his disfigurement.;['Tony Maylam'];['Brian Matthews', 'Leah Ayres', 'Brian Backer', 'Larry Joshua']
